model,algorithm,batch_size,input_size,mean,std,min,max,median,power_mean_w,power_std_w,power_min_w,power_max_w,energy_total_j,energy_per_inference_j,power_samples
googlenet,implicit precomp gemm,1,224,64.3374080657959,1.364480972290039,62.97292709350586,65.70188903808594,64.3374080657959,55.53499999999999,7.105427357601002e-15,55.535,55.535,5.196949168741702,2.598474584370851,6
