model,algorithm,batch_size,input_size,mean,std,min,max,median,power_mean_w,power_std_w,power_min_w,power_max_w,energy_total_j,energy_per_inference_j,power_samples
vgg16,fft,1,224,105.23062515258789,0.5809593200683594,104.64966583251953,105.81158447265625,105.23062515258789,100.98082608695653,4.024231794389041,95.632,106.536,20.572724845640366,10.286362422820183,23
