model,algorithm,input_size,layer,in_channels,out_channels,kernel_size,mean_ms,std_ms,percentage
resnet152,implicit precomp gemm,224,conv1,3,64,"(7, 7)",0.9185279905796051,0.016032010316848755,0.541827498543195
resnet152,implicit precomp gemm,224,layer1.0.conv1,64,64,"(1, 1)",0.6415359973907471,0.007968008518218994,0.3784335896746055
resnet152,implicit precomp gemm,224,layer1.0.conv2,64,64,"(3, 3)",0.6714080274105072,0.004207998514175415,0.3960547046193995
resnet152,implicit precomp gemm,224,layer1.0.conv3,64,256,"(1, 1)",1.21835196018219,0.06203198432922363,0.7186896879584019
resnet152,implicit precomp gemm,224,layer1.0.downsample.0,64,256,"(1, 1)",1.2438719868659973,0.023552000522613525,0.7337436137643183
resnet152,implicit precomp gemm,224,layer1.1.conv1,256,64,"(1, 1)",1.0043519735336304,0.004351973533630371,0.5924539296110714
resnet152,implicit precomp gemm,224,layer1.1.conv2,64,64,"(3, 3)",0.646479994058609,0.005040019750595093,0.38134998784083135
resnet152,implicit precomp gemm,224,layer1.1.conv3,64,256,"(1, 1)",1.1402400135993958,0.03966397047042847,0.6726124850235317
resnet152,implicit precomp gemm,224,layer1.2.conv1,256,64,"(1, 1)",0.9806399941444397,0.0008959770202636719,0.5784665469621814
resnet152,implicit precomp gemm,224,layer1.2.conv2,64,64,"(3, 3)",0.6557599902153015,0.02631998062133789,0.3868241346884395
resnet152,implicit precomp gemm,224,layer1.2.conv3,64,256,"(1, 1)",1.2347040176391602,0.02507197856903076,0.7283355501191772
resnet152,implicit precomp gemm,224,layer2.0.conv1,256,128,"(1, 1)",1.1423839926719666,0.03492802381515503,0.6738771898879822
resnet152,implicit precomp gemm,224,layer2.0.conv2,128,128,"(3, 3)",0.8818240165710449,0.025568008422851562,0.5201763103076535
resnet152,implicit precomp gemm,224,layer2.0.conv3,128,512,"(1, 1)",0.9841760396957397,0.03217601776123047,0.5805524134087626
resnet152,implicit precomp gemm,224,layer2.0.downsample.0,256,512,"(1, 1)",1.2187520265579224,0.03702402114868164,0.7189256818157884
resnet152,implicit precomp gemm,224,layer2.1.conv1,512,128,"(1, 1)",0.9360000193119049,0.031616002321243286,0.552134016928686
resnet152,implicit precomp gemm,224,layer2.1.conv2,128,128,"(3, 3)",0.6333920061588287,0.013103991746902466,0.37362955708920376
resnet152,implicit precomp gemm,224,layer2.1.conv3,128,512,"(1, 1)",0.9693440198898315,0.029536008834838867,0.5718032013300894
resnet152,implicit precomp gemm,224,layer2.2.conv1,512,128,"(1, 1)",0.9227680265903473,0.006704002618789673,0.5443286396395962
resnet152,implicit precomp gemm,224,layer2.2.conv2,128,128,"(3, 3)",0.6005760133266449,0.0010879933834075928,0.3542718374651629
resnet152,implicit precomp gemm,224,layer2.2.conv3,128,512,"(1, 1)",0.9752480387687683,0.034128010272979736,0.5752859038860645
resnet152,implicit precomp gemm,224,layer2.3.conv1,512,128,"(1, 1)",0.8831360042095184,0.004896014928817749,0.5209502344423174
resnet152,implicit precomp gemm,224,layer2.3.conv2,128,128,"(3, 3)",0.6192160248756409,0.010800004005432129,0.3652673334478555
resnet152,implicit precomp gemm,224,layer2.3.conv3,128,512,"(1, 1)",0.9407519996166229,0.002544015645980835,0.554937147184964
resnet152,implicit precomp gemm,224,layer2.4.conv1,512,128,"(1, 1)",0.8877919912338257,0.008975982666015625,0.523696739533619
resnet152,implicit precomp gemm,224,layer2.4.conv2,128,128,"(3, 3)",0.6110239923000336,0.006863981485366821,0.3604349619099726
resnet152,implicit precomp gemm,224,layer2.4.conv3,128,512,"(1, 1)",0.9375360012054443,0.0025600194931030273,0.5530400723082929
resnet152,implicit precomp gemm,224,layer2.5.conv1,512,128,"(1, 1)",0.896479994058609,0.014175981283187866,0.5288216773538787
resnet152,implicit precomp gemm,224,layer2.5.conv2,128,128,"(3, 3)",0.6029439866542816,0.004096001386642456,0.3556686735745566
resnet152,implicit precomp gemm,224,layer2.5.conv3,128,512,"(1, 1)",0.9730400145053864,0.03444799780845642,0.5739834196116375
resnet152,implicit precomp gemm,224,layer2.6.conv1,512,128,"(1, 1)",0.8909760117530823,0.01068800687789917,0.525574951075295
resnet152,implicit precomp gemm,224,layer2.6.conv2,128,128,"(3, 3)",0.6073279976844788,0.008448004722595215,0.35825474362842463
resnet152,implicit precomp gemm,224,layer2.6.conv3,128,512,"(1, 1)",0.9405920207500458,0.0009759962558746338,0.554842777770002
resnet152,implicit precomp gemm,224,layer2.7.conv1,512,128,"(1, 1)",0.8994559943675995,0.005247980356216431,0.5305771805281114
resnet152,implicit precomp gemm,224,layer2.7.conv2,128,128,"(3, 3)",0.6036480069160461,0.006528019905090332,0.35608396580437196
resnet152,implicit precomp gemm,224,layer2.7.conv3,128,512,"(1, 1)",0.9347200095653534,0.0013439953327178955,0.5513789561290176
resnet152,implicit precomp gemm,224,layer3.0.conv1,512,256,"(1, 1)",0.9826879799365997,0.006303995847702026,0.5796746266616556
resnet152,implicit precomp gemm,224,layer3.0.conv2,256,256,"(3, 3)",0.9032959938049316,0.005792021751403809,0.5328423453471215
resnet152,implicit precomp gemm,224,layer3.0.conv3,256,1024,"(1, 1)",0.8499360084533691,0.0018079876899719238,0.501365996578376
resnet152,implicit precomp gemm,224,layer3.0.downsample.0,512,1024,"(1, 1)",1.0973600149154663,0.00279998779296875,0.6473181416145865
resnet152,implicit precomp gemm,224,layer3.1.conv1,1024,256,"(1, 1)",0.8377119898796082,0.007632017135620117,0.4941552098915304
resnet152,implicit precomp gemm,224,layer3.1.conv2,256,256,"(3, 3)",0.877920001745224,0.01545599102973938,0.5178733836586624
