model,algorithm,batch_size,input_size,mean,std,min,max,median,power_mean_w,power_std_w,power_min_w,power_max_w,energy_total_j,energy_per_inference_j,power_samples
densenet121,fft tiling,1,224,149.96326446533203,4.978172302246094,144.98509216308594,154.94143676757812,149.96326446533203,64.26355555555556,5.768950725143679,57.479,74.928,17.727788011973722,8.863894005986861,9
