model,algorithm,batch_size,input_size,mean,std,min,max,median,power_mean_w,power_std_w,power_min_w,power_max_w,energy_total_j,energy_per_inference_j,power_samples
vgg16,fft tiling,1,224,65.82036972045898,0.4717903137207031,65.34857940673828,66.29216003417969,65.82036972045898,92.57661538461538,3.2518362750549574,89.566,96.089,12.008231724850836,6.004115862425418,13
