model,algorithm,batch_size,input_size,mean,std,min,max,median,power_mean_w,power_std_w,power_min_w,power_max_w,energy_total_j,energy_per_inference_j,power_samples
resnet50,implicit gemm,1,224,103.30572891235352,0.5534706115722656,102.75225830078125,103.85919952392578,103.30572891235352,56.6285,0.6313325193588555,56.021,57.479,6.0032294525504115,3.0016147262752058,4
