model,algorithm,input_size,layer,in_channels,out_channels,kernel_size,mean_ms,std_ms,percentage
resnet152,guess,224,conv1,3,64,"(7, 7)",0.9041920006275177,0.017407983541488647,0.24147195397354418
resnet152,guess,224,layer1.0.conv1,64,64,"(1, 1)",0.6027040183544159,0.016847997903823853,0.16095709415560436
resnet152,guess,224,layer1.0.conv2,64,64,"(3, 3)",0.8626720011234283,0.0015840232372283936,0.2303836946190321
resnet152,guess,224,layer1.0.conv3,64,256,"(1, 1)",0.9604319930076599,0.004176020622253418,0.2564913092012671
resnet152,guess,224,layer1.0.downsample.0,64,256,"(1, 1)",1.0101920366287231,0.02203202247619629,0.2697801405055122
resnet152,guess,224,layer1.1.conv1,256,64,"(1, 1)",1.1012800335884094,0.0004799962043762207,0.29410594364702064
resnet152,guess,224,layer1.1.conv2,64,64,"(3, 3)",0.8509440124034882,0.004096001386642456,0.22725163820798422
resnet152,guess,224,layer1.1.conv3,64,256,"(1, 1)",0.9456639885902405,0.005631983280181885,0.25254739144874405
resnet152,guess,224,layer1.2.conv1,256,64,"(1, 1)",1.0895360112190247,0.005119979381561279,0.2909696053172453
resnet152,guess,224,layer1.2.conv2,64,64,"(3, 3)",0.8443199992179871,0.0056639909744262695,0.2254826406876131
resnet152,guess,224,layer1.2.conv3,64,256,"(1, 1)",0.9529600143432617,0.005760014057159424,0.2544958554847017
resnet152,guess,224,layer2.0.conv1,256,128,"(1, 1)",1.3214719891548157,0.003583967685699463,0.3529100269865938
resnet152,guess,224,layer2.0.conv2,128,128,"(3, 3)",1.0222399830818176,0.0005440115928649902,0.27299764427614753
resnet152,guess,224,layer2.0.conv3,128,512,"(1, 1)",1.0087039470672607,0.0019840002059936523,0.2693827338774458
resnet152,guess,224,layer2.0.downsample.0,256,512,"(1, 1)",1.1257920265197754,0.005728006362915039,0.3006520741423301
resnet152,guess,224,layer2.1.conv1,512,128,"(1, 1)",1.0655840039253235,0.01780802011489868,0.2845730236191274
resnet152,guess,224,layer2.1.conv2,128,128,"(3, 3)",0.8801119923591614,0.0005279779434204102,0.23504118855621725
resnet152,guess,224,layer2.1.conv3,128,512,"(1, 1)",1.0036159753799438,0.008095979690551758,0.26802394894653975
resnet152,guess,224,layer2.2.conv1,512,128,"(1, 1)",1.0705920457839966,0.01587200164794922,0.28591046262805003
resnet152,guess,224,layer2.2.conv2,128,128,"(3, 3)",0.8780159950256348,0.008768022060394287,0.23448143512851743
resnet152,guess,224,layer2.2.conv3,128,512,"(1, 1)",1.0060319900512695,0.0005919933319091797,0.2686691656517405
resnet152,guess,224,layer2.3.conv1,512,128,"(1, 1)",1.071183979511261,0.007311999797821045,0.2860685434268695
resnet152,guess,224,layer2.3.conv2,128,128,"(3, 3)",0.9164800047874451,0.05222398042678833,0.24475356714074034
resnet152,guess,224,layer2.3.conv3,128,512,"(1, 1)",1.0152959823608398,0.0025600194931030273,0.27114319143723226
resnet152,guess,224,layer2.4.conv1,512,128,"(1, 1)",1.06496000289917,0.017408013343811035,0.284406378982853
resnet152,guess,224,layer2.4.conv2,128,128,"(3, 3)",0.8700000047683716,0.0006240010261535645,0.2323406986155745
resnet152,guess,224,layer2.4.conv3,128,512,"(1, 1)",1.011792004108429,0.0021279454231262207,0.27020742505718987
resnet152,guess,224,layer2.5.conv1,512,128,"(1, 1)",1.0572800040245056,0.009728014469146729,0.28235537174822495
resnet152,guess,224,layer2.5.conv2,128,128,"(3, 3)",0.8730719983577728,0.006768018007278442,0.23316109991763437
resnet152,guess,224,layer2.5.conv3,128,512,"(1, 1)",1.168511986732483,0.15756797790527344,0.31206079293112204
resnet152,guess,224,layer2.6.conv1,512,128,"(1, 1)",1.0629119873046875,0.004096031188964844,0.28385943947550857
resnet152,guess,224,layer2.6.conv2,128,128,"(3, 3)",0.9364320039749146,0.06385600566864014,0.2500819135827938
resnet152,guess,224,layer2.6.conv3,128,512,"(1, 1)",1.012224018573761,0.009728014469146729,0.2703227980941291
resnet152,guess,224,layer2.7.conv1,512,128,"(1, 1)",1.2057280540466309,0.13359999656677246,0.32199965158870963
resnet152,guess,224,layer2.7.conv2,128,128,"(3, 3)",0.8740159869194031,0.0005440115928649902,0.23341319987245293
resnet152,guess,224,layer2.7.conv3,128,512,"(1, 1)",1.074176013469696,0.072704017162323,0.28686759084798924
resnet152,guess,224,layer3.0.conv1,512,256,"(1, 1)",1.3363040089607239,0.17204803228378296,0.35687104057819974
resnet152,guess,224,layer3.0.conv2,256,256,"(3, 3)",1.1344959735870361,0.0031679868698120117,0.3029765352127168
resnet152,guess,224,layer3.0.conv3,256,1024,"(1, 1)",0.936847984790802,0.014447987079620361,0.25019300470100553
resnet152,guess,224,layer3.0.downsample.0,512,1024,"(1, 1)",1.5124160051345825,0.15971195697784424,0.4039032060969938
resnet152,guess,224,layer3.1.conv1,1024,256,"(1, 1)",0.8907520174980164,0.01958400011062622,0.23788269529242353
resnet152,guess,224,layer3.1.conv2,256,256,"(3, 3)",1.2503040432929993,0.04096001386642456,0.33390403828551085
