model,algorithm,batch_size,input_size,mean,std,min,max,median,power_mean_w,power_std_w,power_min_w,power_max_w,energy_total_j,energy_per_inference_j,power_samples
resnet152,implicit precomp gemm,1,224,162.81693267822266,10.064994812011719,152.75193786621094,172.88192749023438,162.81693267822266,75.2935,4.323500000000003,70.97,79.617,11.593611082458867,5.796805541229434,2
