model,algorithm,batch_size,input_size,mean,std,min,max,median,power_mean_w,power_std_w,power_min_w,power_max_w,energy_total_j,energy_per_inference_j,power_samples
densenet121,gemm,1,224,123.17593383789062,1.7407989501953125,121.43513488769531,124.91673278808594,123.17593383789062,57.298,1.1321576745312456,55.049,58.413,9.402644901864232,4.701322450932116,6
