model,algorithm,input_size,layer,in_channels,out_channels,kernel_size,mean_ms,std_ms,percentage
resnet50,gemm,224,conv1,3,64,"(7, 7)",1.2421440184116364,0.4556480348110199,2.3890810464092556
resnet50,gemm,224,layer1.0.conv1,64,64,"(1, 1)",0.40510399639606476,0.00552000105381012,0.779157863556005
resnet50,gemm,224,layer1.0.conv2,64,64,"(3, 3)",0.47569601237773895,0.0045280009508132935,0.9149312077977577
resnet50,gemm,224,layer1.0.conv3,64,256,"(1, 1)",0.8372479975223541,0.021984010934829712,1.6103231931048851
resnet50,gemm,224,layer1.0.downsample.0,64,256,"(1, 1)",0.8377119898796082,0.003152012825012207,1.6112156140560496
resnet50,gemm,224,layer1.1.conv1,256,64,"(1, 1)",0.7997440099716187,0.00614398717880249,1.5381897975451617
resnet50,gemm,224,layer1.1.conv2,64,64,"(3, 3)",0.46991999447345734,0.0008959919214248657,0.9038218881904505
resnet50,gemm,224,layer1.1.conv3,64,256,"(1, 1)",0.8177439868450165,0.028080016374588013,1.572810101589317
resnet50,gemm,224,layer1.2.conv1,256,64,"(1, 1)",0.786512017250061,0.00507199764251709,1.5127400086730773
resnet50,gemm,224,layer1.2.conv2,64,64,"(3, 3)",0.4643840044736862,0.0025600045919418335,0.8931742269003559
resnet50,gemm,224,layer1.2.conv3,64,256,"(1, 1)",0.8876959979534149,0.0612960159778595,1.7073524907327164
resnet50,gemm,224,layer2.0.conv1,256,128,"(1, 1)",1.0906879901885986,0.03263998031616211,2.097777686228219
resnet50,gemm,224,layer2.0.conv2,128,128,"(3, 3)",0.662447988986969,0.002128005027770996,1.2741211254589162
resnet50,gemm,224,layer2.0.conv3,128,512,"(1, 1)",0.6835200190544128,0.008704006671905518,1.3146500712955436
resnet50,gemm,224,layer2.0.downsample.0,256,512,"(1, 1)",1.0634080171585083,0.0004960298538208008,2.0453086765588857
resnet50,gemm,224,layer2.1.conv1,512,128,"(1, 1)",0.6604799926280975,0.004096001386642456,1.2703359743567157
resnet50,gemm,224,layer2.1.conv2,128,128,"(3, 3)",0.42852799594402313,0.0003360062837600708,0.8242104762334677
resnet50,gemm,224,layer2.1.conv3,128,512,"(1, 1)",0.669215977191925,0.003488004207611084,1.2871383538181993
resnet50,gemm,224,layer2.2.conv1,512,128,"(1, 1)",0.652895987033844,0.0027520060539245605,1.255749256751891
resnet50,gemm,224,layer2.2.conv2,128,128,"(3, 3)",0.4228160083293915,0.0011200010776519775,0.8132243094563727
resnet50,gemm,224,layer2.2.conv3,128,512,"(1, 1)",0.7071039974689484,0.02710399031639099,1.3600103797573115
resnet50,gemm,224,layer2.3.conv1,512,128,"(1, 1)",0.6521279811859131,0.004960000514984131,1.2542721106338672
resnet50,gemm,224,layer2.3.conv2,128,128,"(3, 3)",0.4336800128221512,0.016911998391151428,0.8341196217849276
resnet50,gemm,224,layer2.3.conv3,128,512,"(1, 1)",0.6962240040302277,0.03491201996803284,1.3390843150464393
resnet50,gemm,224,layer3.0.conv1,512,256,"(1, 1)",0.8264320194721222,0.0021120011806488037,1.5895202525640368
resnet50,gemm,224,layer3.0.conv2,256,256,"(3, 3)",0.9753600060939789,0.0025599896907806396,1.8759612971162953
resnet50,gemm,224,layer3.0.conv3,256,1024,"(1, 1)",0.5295520126819611,0.011408001184463501,1.0185152911689899
resnet50,gemm,224,layer3.0.downsample.0,512,1024,"(1, 1)",0.9528000056743622,0.00764802098274231,1.8325704594915153
resnet50,gemm,224,layer3.1.conv1,1024,256,"(1, 1)",0.6317279934883118,0.009136021137237549,1.215035739300982
resnet50,gemm,224,layer3.1.conv2,256,256,"(3, 3)",0.9324160218238831,0.006720006465911865,1.7933648692011357
resnet50,gemm,224,layer3.1.conv3,256,1024,"(1, 1)",0.5170400142669678,0.0011039972305297852,0.9944503052874113
resnet50,gemm,224,layer3.2.conv1,1024,256,"(1, 1)",0.6025280058383942,0.0087679922580719,1.1588738643365892
resnet50,gemm,224,layer3.2.conv2,256,256,"(3, 3)",0.9395680129528046,0.003536015748977661,1.8071206706194312
resnet50,gemm,224,layer3.2.conv3,256,1024,"(1, 1)",0.5401760041713715,0.003568023443222046,1.0389489738405207
resnet50,gemm,224,layer3.3.conv1,1024,256,"(1, 1)",0.6133759915828705,0.003071993589401245,1.1797383669624497
resnet50,gemm,224,layer3.3.conv2,256,256,"(3, 3)",0.9210560023784637,0.005567997694015503,1.7715155451762161
resnet50,gemm,224,layer3.3.conv3,256,1024,"(1, 1)",0.5207360088825226,0.011808007955551147,1.0015590064949766
resnet50,gemm,224,layer3.4.conv1,1024,256,"(1, 1)",0.6090559959411621,0.0019519925117492676,1.1714294916990373
resnet50,gemm,224,layer3.4.conv2,256,256,"(3, 3)",0.9285760223865509,0.004096001386642456,1.785979195931394
resnet50,gemm,224,layer3.4.conv3,256,1024,"(1, 1)",0.5151360034942627,0.007968008518218994,0.9907882210348579
resnet50,gemm,224,layer3.5.conv1,1024,256,"(1, 1)",0.6031199991703033,0.004399985074996948,1.1600124763074247
resnet50,gemm,224,layer3.5.conv2,256,256,"(3, 3)",0.9339040219783783,0.001744002103805542,1.7962268183096657
resnet50,gemm,224,layer3.5.conv3,256,1024,"(1, 1)",0.5160959959030151,0.002048015594482422,0.992634625022199
resnet50,gemm,224,layer4.0.conv1,1024,512,"(1, 1)",0.7675679922103882,0.0036640167236328125,1.4763039670433327
resnet50,gemm,224,layer4.0.conv2,512,512,"(3, 3)",1.5493119955062866,0.004096031188964844,2.979873403223962
resnet50,gemm,224,layer4.0.conv3,512,2048,"(1, 1)",0.8909280002117157,0.0030240118503570557,1.713568770989117
resnet50,gemm,224,layer4.0.downsample.0,1024,2048,"(1, 1)",1.266704022884369,0.008207976818084717,2.4363185972212476
resnet50,gemm,224,layer4.1.conv1,2048,512,"(1, 1)",1.2402080297470093,0.015280008316040039,2.385357457392067
resnet50,gemm,224,layer4.1.conv2,512,512,"(3, 3)",1.5242400169372559,0.002575993537902832,2.9316511456536647
resnet50,gemm,224,layer4.1.conv3,512,2048,"(1, 1)",0.8677919805049896,0.0014880001544952393,1.6690700451156306
resnet50,gemm,224,layer4.2.conv1,2048,512,"(1, 1)",1.228767991065979,0.0061119794845581055,2.363354228154617
resnet50,gemm,224,layer4.2.conv2,512,512,"(3, 3)",1.5155199766159058,0.002048015594482422,2.914879432593933
resnet50,gemm,224,layer4.2.conv3,512,2048,"(1, 1)",0.8749279975891113,0.007535994052886963,1.682795122811797
