model,algorithm,input_size,layer,in_channels,out_channels,kernel_size,mean_ms,std_ms,percentage
alexnet,guess,224,features.0,3,64,"(11, 11)",0.6336160004138947,0.040143996477127075,4.968365156981141
alexnet,guess,224,features.3,64,192,"(5, 5)",1.0464159846305847,0.0024480223655700684,8.20524846965765
alexnet,guess,224,features.6,192,384,"(3, 3)",1.2519360184669495,0.004447996616363525,9.816790120290166
alexnet,guess,224,features.8,384,256,"(3, 3)",1.2651519775390625,0.0015360116958618164,9.920420253568182
alexnet,guess,224,features.10,256,256,"(3, 3)",1.0742719769477844,0.00950402021408081,8.423675311075014
