model,algorithm,batch_size,input_size,mean,std,min,max,median,power_mean_w,power_std_w,power_min_w,power_max_w,energy_total_j,energy_per_inference_j,power_samples
alexnet,gemm,1,224,11.796864032745361,0.09836816787719727,11.698495864868164,11.895232200622559,11.796864032745361,77.299,0.0,77.299,77.299,1.150350052457303,0.5751750262286515,2
