model,algorithm,input_size,layer,in_channels,out_channels,kernel_size,mean_ms,std_ms,percentage
resnet152,implicit gemm,224,conv1,3,64,"(7, 7)",0.9761439859867096,1.6003847122192383e-05,0.5011412295478049
resnet152,implicit gemm,224,layer1.0.conv1,64,64,"(1, 1)",0.7955039739608765,0.0013599991798400879,0.4084027001589769
resnet152,implicit gemm,224,layer1.0.conv2,64,64,"(3, 3)",0.889167994260788,0.02238401770591736,0.4564887437871013
resnet152,implicit gemm,224,layer1.0.conv3,64,256,"(1, 1)",1.4722560048103333,0.012607991695404053,0.755839502216464
resnet152,implicit gemm,224,layer1.0.downsample.0,64,256,"(1, 1)",1.3685439825057983,0.03363204002380371,0.7025949285442233
resnet152,implicit gemm,224,layer1.1.conv1,256,64,"(1, 1)",1.1397280097007751,0.0014240145683288574,0.5851234083608805
resnet152,implicit gemm,224,layer1.1.conv2,64,64,"(3, 3)",0.8521440029144287,0.006864011287689209,0.4374810473689068
resnet152,implicit gemm,224,layer1.1.conv3,64,256,"(1, 1)",1.380623996257782,0.0615200400352478,0.7087966703277412
resnet152,implicit gemm,224,layer1.2.conv1,256,64,"(1, 1)",1.1167680025100708,0.007295966148376465,0.5733360015856953
resnet152,implicit gemm,224,layer1.2.conv2,64,64,"(3, 3)",0.8408160209655762,0.00033599138259887695,0.4316653901670597
resnet152,implicit gemm,224,layer1.2.conv3,64,256,"(1, 1)",1.3652000427246094,0.04174399375915527,0.700878187860947
resnet152,implicit gemm,224,layer2.0.conv1,256,128,"(1, 1)",1.2842719554901123,0.019183993339538574,0.6593306275380173
resnet152,implicit gemm,224,layer2.0.conv2,128,128,"(3, 3)",0.9627519845962524,0.005407989025115967,0.4942659282200652
resnet152,implicit gemm,224,layer2.0.conv3,128,512,"(1, 1)",1.1445760130882263,0.03433603048324585,0.5876123182074984
resnet152,implicit gemm,224,layer2.0.downsample.0,256,512,"(1, 1)",1.3034720420837402,0.004624009132385254,0.6691877338062374
resnet152,implicit gemm,224,layer2.1.conv1,512,128,"(1, 1)",1.100111961364746,0.0021920204162597656,0.5647849793402122
resnet152,implicit gemm,224,layer2.1.conv2,128,128,"(3, 3)",0.8119519948959351,0.000912010669708252,0.4168469271924419
resnet152,implicit gemm,224,layer2.1.conv3,128,512,"(1, 1)",1.1321919560432434,0.023840010166168213,0.5812544840524895
resnet152,implicit gemm,224,layer2.2.conv1,512,128,"(1, 1)",1.0667840242385864,0.010432004928588867,0.5476747951568688
resnet152,implicit gemm,224,layer2.2.conv2,128,128,"(3, 3)",0.80731201171875,0.0003679990768432617,0.414464812557842
resnet152,implicit gemm,224,layer2.2.conv3,128,512,"(1, 1)",1.15311998128891,0.043744027614593506,0.5919986943884467
resnet152,implicit gemm,224,layer2.3.conv1,512,128,"(1, 1)",1.060479998588562,0.014719963073730469,0.5444383800268194
resnet152,implicit gemm,224,layer2.3.conv2,128,128,"(3, 3)",0.8100319802761078,0.012143999338150024,0.4158612135055852
resnet152,implicit gemm,224,layer2.3.conv3,128,512,"(1, 1)",1.1821439862251282,0.0006720423698425293,0.6068992886951722
resnet152,implicit gemm,224,layer2.4.conv1,512,128,"(1, 1)",1.0718240141868591,0.0003040432929992676,0.5502622687220856
resnet152,implicit gemm,224,layer2.4.conv2,128,128,"(3, 3)",0.810479998588562,0.01236802339553833,0.41609122101593854
resnet152,implicit gemm,224,layer2.4.conv3,128,512,"(1, 1)",1.1336639523506165,0.02428799867630005,0.5820101902289928
resnet152,implicit gemm,224,layer2.5.conv1,512,128,"(1, 1)",1.0621920228004456,0.0018720030784606934,0.5453173138018318
resnet152,implicit gemm,224,layer2.5.conv2,128,128,"(3, 3)",0.8106399774551392,0.008047997951507568,0.41617335234804637
resnet152,implicit gemm,224,layer2.5.conv3,128,512,"(1, 1)",1.150879979133606,0.01020801067352295,0.5908487027372006
resnet152,implicit gemm,224,layer2.6.conv1,512,128,"(1, 1)",1.0723040103912354,0.003280043601989746,0.5505086933187564
resnet152,implicit gemm,224,layer2.6.conv2,128,128,"(3, 3)",0.8054719865322113,0.004352003335952759,0.41352016453703916
resnet152,implicit gemm,224,layer2.6.conv3,128,512,"(1, 1)",1.1246399879455566,0.028383970260620117,0.5773773894513738
resnet152,implicit gemm,224,layer2.7.conv1,512,128,"(1, 1)",1.0641599893569946,0.01014399528503418,0.5463276454680778
resnet152,implicit gemm,224,layer2.7.conv2,128,128,"(3, 3)",0.8144800066947937,0.002031981945037842,0.4181447797217599
resnet152,implicit gemm,224,layer2.7.conv3,128,512,"(1, 1)",1.1531839966773987,0.023487985134124756,0.5920315591614287
resnet152,implicit gemm,224,layer3.0.conv1,512,256,"(1, 1)",1.1480640172958374,0.006368041038513184,0.589403019930158
resnet152,implicit gemm,224,layer3.0.conv2,256,256,"(3, 3)",1.0112800002098083,0.0031519532203674316,0.5191796599658075
resnet152,implicit gemm,224,layer3.0.conv3,256,1024,"(1, 1)",1.0321919918060303,0.0068160295486450195,0.5299156388083456
resnet152,implicit gemm,224,layer3.0.downsample.0,512,1024,"(1, 1)",1.2221279740333557,0.024208009243011475,0.6274266136596189
resnet152,implicit gemm,224,layer3.1.conv1,1024,256,"(1, 1)",1.0121119618415833,0.00017601251602172852,0.519606779613185
resnet152,implicit gemm,224,layer3.1.conv2,256,256,"(3, 3)",1.0995519757270813,0.00041598081588745117,0.5644974890774875
resnet152,implicit gemm,224,layer3.1.conv3,256,1024,"(1, 1)",1.012448012828827,0.0007999539375305176,0.519779304371167
resnet152,implicit gemm,224,layer3.2.conv1,1024,256,"(1, 1)",1.0173760056495667,0.008608043193817139,0.5223092798838389
resnet152,implicit gemm,224,layer3.2.conv2,256,256,"(3, 3)",1.0899200439453125,0.0017600059509277344,0.5595525647575811
resnet152,implicit gemm,224,layer3.2.conv3,256,1024,"(1, 1)",1.0074080228805542,0.004207968711853027,0.5171918308059502
